timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2025-07-03T00:00:00.000Z";"2025-07-03T23:59:59.999Z";"2025-07-03T13:58:00.000Z";"2025-07-03T02:44:00.000Z";"2781";108845.0128550604;110541.4615672827;108605.7956428519;109647.97877391;50494742269.78;2180339952810.43;"2025-07-03T23:59:59.999Z"
"2025-07-02T00:00:00.000Z";"2025-07-02T23:59:59.999Z";"2025-07-02T17:25:00.000Z";"2025-07-02T01:18:00.000Z";"2781";105703.0998551802;109763.6535179963;105157.39559599;108859.3238682359;56248657736.96;2164564307569.28;"2025-07-02T23:59:59.999Z"
"2025-07-01T00:00:00.000Z";"2025-07-01T23:59:59.999Z";"2025-07-01T01:25:00.000Z";"2025-07-01T20:02:00.000Z";"2781";107144.3826437445;107550.6786944617;105270.2266043534;105698.2781440006;44110692246.89;2102033618558.69;"2025-07-01T23:59:59.999Z"
"2025-06-30T00:00:00.000Z";"2025-06-30T23:59:59.999Z";"2025-06-30T01:46:00.000Z";"2025-06-30T15:19:00.000Z";"2781";108383.4411795601;108798.7919147742;106759.6503268975;107135.3345105601;42064804589.76;2130649407200.56;"2025-06-30T23:59:59.999Z"
"2025-06-29T00:00:00.000Z";"2025-06-29T23:59:59.999Z";"2025-06-29T12:01:00.000Z";"2025-06-29T02:06:00.000Z";"2781";107327.8224263488;108526.3070408953;107230.1105251328;108385.5700884473;35534874438.25;2155239518940.18;"2025-06-29T23:59:59.999Z"
"2025-06-28T00:00:00.000Z";"2025-06-28T23:59:59.999Z";"2025-06-28T17:52:00.000Z";"2025-06-28T01:39:00.000Z";"2781";107090.5488566638;107567.8815771331;106883.9732809725;107327.7031808139;30037708334.64;2134192283383.46;"2025-06-28T23:59:59.999Z"
"2025-06-27T00:00:00.000Z";"2025-06-27T23:59:59.999Z";"2025-06-27T07:21:00.000Z";"2025-06-27T14:36:00.000Z";"2781";106954.9233313544;107772.4715121679;106449.9941431739;107088.4302288312;45353692674.51;2129424241709.23;"2025-06-27T23:59:59.999Z"
"2025-06-26T00:00:00.000Z";"2025-06-26T23:59:59.999Z";"2025-06-26T03:07:00.000Z";"2025-06-26T15:34:00.000Z";"2781";107375.0706392033;108305.543038463;106666.3497715369;106960.0032689962;43891990612.71;2126689663377.11;"2025-06-26T23:59:59.999Z"
"2025-06-25T00:00:00.000Z";"2025-06-25T23:59:59.999Z";"2025-06-25T14:08:00.000Z";"2025-06-25T00:39:00.000Z";"2781";106047.4031667322;108168.4002753518;105881.3893636784;107361.260804055;51624120283.34;2134992217054.6;"2025-06-25T23:59:59.999Z"
"2025-06-24T00:00:00.000Z";"2025-06-24T23:59:59.999Z";"2025-06-24T17:03:00.000Z";"2025-06-24T08:19:00.000Z";"2781";105571.5177648119;106316.8285778167;104740.2420956876;106045.6320954752;48822986421.13;2108544440918.06;"2025-06-24T23:59:59.999Z"
